Location;Date;Microestacion;Time;Estacion;Number_Collar;Obs;tipo_gas;Exp_Flux;Exp_R2;Latitude;Longitude;Treatment;soilp_t_IV;T_med_ifapa;Rad_ifapa;Pp_ifapa;Dias_ultima_pp;Pp_acumulada_7;EVI;LSWI;NDVI;NDWI;Thermal;albedo;dif
nacimiento;05/01/2023;Micro_collar_13-16;11:46:00;Invierno;14;1;CO2;0.826286;0.963772;37.08385;-2.675542;BS;7.7;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_13-16;11:49:00;Invierno;15;1;CO2;1.19571;0.972848;37.08382;-2.675553;BS;7.7;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_17-20;11:59:00;Invierno;18;1;CO2;3.02907;0.996201;37.08389;-2.675617;VP;7.6;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_17-20;12:02:00;Invierno;19;1;CO2;1.18564;0.984106;37.08388;-2.675657;VP;7.8;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_17-20;12:05:00;Invierno;20;1;CO2;1.0746;0.970865;37.08388;-2.675638;VP;8;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_21-24;12:08:00;Invierno;21;1;CO2;0.724827;0.949046;37.08383;-2.675652;BS;8.1;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_21-24;12:11:00;Invierno;22;1;CO2;0.926032;0.954092;37.08383;-2.675635;BS;8.2;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_21-24;12:14:00;Invierno;23;1;CO2;0.751657;0.964658;37.08378;-2.675648;BS;8.3;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_17-20;12:05:00;Invierno;20;1;CH4;-0.735374;0.996542;37.08388;-2.675638;VP;8;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_13-16;11:46:00;Invierno;14;1;CH4;-0.712625;0.995488;37.08385;-2.675542;BS;7.7;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_5-8;11:28:00;Invierno;8;1;CH4;-0.572592;0.990075;37.08389;-2.675423;BS;7.7;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_5-8;11:22:00;Invierno;6;1;CH4;-0.569688;0.995198;37.08392;-2.675457;BS;7.6;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_17-20;12:02:00;Invierno;19;1;CH4;-0.552276;0.996067;37.08388;-2.675657;VP;7.8;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_17-20;11:59:00;Invierno;18;1;CH4;-0.513443;0.992571;37.08389;-2.675617;VP;7.6;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_21-24;12:08:00;Invierno;21;1;CH4;-0.459216;0.991988;37.08383;-2.675652;BS;8.1;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_5-8;11:19:00;Invierno;5;1;CH4;-0.451978;0.989991;37.08393;-2.675453;BS;7.6;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_9-12;11:37:00;Invierno;11;1;CH4;-0.419431;0.990567;37.08391;-2.675515;VP;7.7;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_9-12;11:34:00;Invierno;10;1;CH4;-0.397133;0.984503;37.0839;-2.675487;VP;7.7;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_13-16;11:43:00;Invierno;13;1;CH4;-0.384663;0.988163;37.08387;-2.67553;BS;7.7;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_13-16;11:49:00;Invierno;15;1;CH4;-0.370437;0.982415;37.08382;-2.675553;BS;7.7;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_21-24;12:14:00;Invierno;23;1;CH4;-0.351146;0.984818;37.08378;-2.675648;BS;8.3;5.1;9.4;0;21;0;0.332164787;0.314446016;0.651885088;-0.610925898;287.3067613;0.105935942;1
nacimiento;05/01/2023;Micro_collar_9-12;11:31:00;Invierno;9;1;CH4;-0.316772;0.977418;37.08392;-2.67547;VP;7.7;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
nacimiento;05/01/2023;Micro_collar_1-4;11:13:00;Invierno;3;1;CH4;-0.295092;0.98432;37.08396;-2.67542;VP;7.6;5.1;9.4;0;21;0;0.287780269;0.312056035;0.632691015;-0.602670127;286.7017717;0.091738364;1
portugos;05/05/2022;Micro_collar_1-4;9:49:00;Primavera;1;1;CO2;2.36474;0.996261;36.95472;-3.30111;VP;13.8;11;14.9;0;1;51.8;0.304146722;0.290065126;0.625584553;-0.604988532;294.7614629;0.102111521;3
portugos;05/05/2022;Micro_collar_1-4;9:52:00;Primavera;2;1;CO2;3.78454;0.998631;36.95473;-3.301085;VP;13;11;14.9;0;1;51.8;0.304146722;0.290065126;0.625584553;-0.604988532;294.7614629;0.102111521;3
portugos;05/05/2022;Micro_collar_1-4;9:55:00;Primavera;3;1;CO2;2.40741;0.996422;36.95478;-3.301088;VP;12.6;11;14.9;0;1;51.8;0.304146722;0.290065126;0.625584553;-0.604988532;294.7614629;0.102111521;3
portugos;05/05/2022;Micro_collar_5-8;10:01:00;Primavera;5;1;CO2;2.6923;0.99563;36.95477;-3.301198;BS;11.1;11;14.9;0;1;51.8;0.304146722;0.290065126;0.625584553;-0.604988532;294.7614629;0.102111521;3
portugos;05/05/2022;Micro_collar_5-8;10:04:00;Primavera;6;1;CO2;3.98629;0.998067;36.95478;-3.301222;BS;10.8;11;14.9;0;1;51.8;0.304146722;0.290065126;0.625584553;-0.604988532;294.7614629;0.102111521;3
portugos;05/05/2022;Micro_collar_5-8;10:10:00;Primavera;8;1;CO2;2.73443;0.994579;36.95478;-3.301218;BS;9.8;11;14.9;0;1;51.8;0.304146722;0.290065126;0.625584553;-0.604988532;294.7614629;0.102111521;3
portugos;05/05/2022;Micro_collar_9-12;10:13:00;Primavera;9;1;CO2;5.99693;0.998326;36.95467;-3.301252;VP;9.2;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_9-12;10:19:00;Primavera;11;1;CO2;2.51654;0.996464;36.95467;-3.301227;VP;8.5;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_9-12;10:22:00;Primavera;12;1;CO2;3.22302;0.997239;36.95468;-3.301285;VP;8.5;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_13-16;10:25:00;Primavera;13;1;CO2;1.57201;0.992069;36.95457;-3.301232;BS;8.5;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_13-16;10:31:00;Primavera;15;1;CO2;4.77734;0.998142;36.95462;-3.301247;BS;8.8;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_13-16;10:34:00;Primavera;16;1;CO2;2.1292;0.99028;36.95461;-3.301248;BS;8.8;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_17-20;10:37:00;Primavera;17;1;CO2;2.758;0.994302;36.95457;-3.301312;VP;8.6;11;14.9;0;1;51.8;0.308604603;0.300569663;0.63535375;-0.610088453;295.1852974;0.101520162;3
portugos;05/05/2022;Micro_collar_17-20;10:43:00;Primavera;19;1;CO2;4.28902;0.997765;36.95455;-3.301348;VP;9;11;14.9;0;1;51.8;0.308604603;0.300569663;0.63535375;-0.610088453;295.1852974;0.101520162;3
portugos;05/05/2022;Micro_collar_17-20;10:46:00;Primavera;20;1;CO2;5.61384;0.998738;36.95454;-3.30134;VP;9.1;11;14.9;0;1;51.8;0.308604603;0.300569663;0.63535375;-0.610088453;295.1852974;0.101520162;3
portugos;05/05/2022;Micro_collar_21-24;10:53:00;Primavera;22;1;CO2;2.68744;0.993801;36.9545;-3.301308;BS;9;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_21-24;10:56:00;Primavera;23;1;CO2;6.62915;0.998687;36.95452;-3.301288;BS;9;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_21-24;10:59:00;Primavera;24;1;CO2;3.94804;0.997676;36.95453;-3.301272;BS;22.1;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
portugos;05/05/2022;Micro_collar_9-12;10:22:00;Primavera;12;1;CH4;-0.0848268;0.824552;36.95468;-3.301285;VP;8.5;11;14.9;0;1;51.8;0.32323655;0.326865612;0.655351086;-0.627382931;294.9152738;0.102967025;3
nacimiento;05/10/2022;Micro_collar_9-12;10:56:00;Otono;11;1;CH4;-1.45442;0.954852;37.08392;-2.675547;VP;19.3;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_1-4;10:28:00;Otono;2;1;CO2;1.90521;0.985457;37.08399;-2.675395;VP;19.1;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_1-4;10:31:00;Otono;3;1;CO2;1.31412;0.985948;37.08399;-2.67542;VP;18.9;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_1-4;10:34:00;Otono;4;1;CO2;1.88351;0.988916;37.08397;-2.675423;VP;18.9;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_5-8;10:37:00;Otono;5;1;CO2;1.18208;0.96677;37.08394;-2.675422;BS;18.8;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_5-8;10:40:00;Otono;6;1;CO2;3.4478;0.993608;37.08394;-2.675428;BS;18.8;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_5-8;10:46:00;Otono;8;1;CO2;3.60858;0.996764;37.08392;-2.67545;BS;19.1;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_9-12;10:50:00;Otono;9;1;CO2;3.44208;0.992958;37.08394;-2.675503;VP;19.5;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_9-12;10:53:00;Otono;10;1;CO2;3.34124;0.990336;37.08394;-2.675507;VP;19.5;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_9-12;10:56:00;Otono;11;1;CO2;8.73898;0.964594;37.08392;-2.675547;VP;19.3;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_13-16;11:02:00;Otono;13;1;CO2;1.4621;0.953221;37.08382;-2.675538;BS;19.1;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.778553;0.11271779;2
nacimiento;05/10/2022;Micro_collar_1-4;10:34:00;Otono;4;1;CH4;-0.689041;0.994321;37.08397;-2.675423;VP;18.9;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_13-16;11:08:00;Otono;15;1;CO2;1.26798;0.953241;37.08383;-2.675565;BS;19.7;16.6;13.4;0.8;0;0.7;0.302491822;0.198602213;0.572192513;-0.491304348;294.778553;0.11239829;2
nacimiento;05/10/2022;Micro_collar_17-20;11:17:00;Otono;18;1;CO2;2.38962;0.986464;37.08389;-2.675637;VP;19.7;16.6;13.4;0.8;0;0.7;0.254115391;0.153208474;0.512077295;-0.464327485;294.4982754;0.10919025;2
nacimiento;05/10/2022;Micro_collar_17-20;11:20:00;Otono;19;1;CO2;1.0357;0.982036;37.08389;-2.675652;VP;20.3;16.6;13.4;0.8;0;0.7;0.254115391;0.153208474;0.512077295;-0.464327485;294.4982754;0.10919025;2
nacimiento;05/10/2022;Micro_collar_17-20;11:23:00;Otono;20;1;CO2;0.888056;0.912165;37.08388;-2.675658;VP;20.5;16.6;13.4;0.8;0;0.7;0.254115391;0.153208474;0.512077295;-0.464327485;294.778553;0.10919025;2
nacimiento;05/10/2022;Micro_collar_21-24;11:30:00;Otono;22;1;CO2;1.69508;0.968749;37.08381;-2.675685;BS;21.1;16.6;13.4;0.8;0;0.7;0.290571497;0.193434936;0.550647372;-0.477503628;294.778553;0.11317017;2
nacimiento;05/10/2022;Micro_collar_21-24;11:33:00;Otono;23;1;CO2;0.852049;0.933744;37.08378;-2.675673;BS;20.9;16.6;13.4;0.8;0;0.7;0.290571497;0.193434936;0.550647372;-0.477503628;294.778553;0.11317017;2
nacimiento;05/10/2022;Micro_collar_5-8;10:46:00;Otono;8;1;CH4;-0.662804;0.995958;37.08392;-2.67545;BS;19.1;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_9-12;10:50:00;Otono;9;1;CH4;-0.655632;0.992268;37.08394;-2.675503;VP;19.5;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_17-20;11:23:00;Otono;20;1;CH4;-0.621366;0.993985;37.08388;-2.675658;VP;20.5;16.6;13.4;0.8;0;0.7;0.254115391;0.153208474;0.512077295;-0.464327485;294.778553;0.10919025;2
nacimiento;05/10/2022;Micro_collar_21-24;11:30:00;Otono;22;1;CH4;-0.520804;0.987174;37.08381;-2.675685;BS;21.1;16.6;13.4;0.8;0;0.7;0.290571497;0.193434936;0.550647372;-0.477503628;294.778553;0.11317017;2
nacimiento;05/10/2022;Micro_collar_17-20;11:20:00;Otono;19;1;CH4;-0.51908;0.993963;37.08389;-2.675652;VP;20.3;16.6;13.4;0.8;0;0.7;0.254115391;0.153208474;0.512077295;-0.464327485;294.4982754;0.10919025;2
nacimiento;05/10/2022;Micro_collar_5-8;10:40:00;Otono;6;1;CH4;-0.517415;0.986456;37.08394;-2.675428;BS;18.8;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_9-12;10:53:00;Otono;10;1;CH4;-0.487164;0.986736;37.08394;-2.675507;VP;19.5;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.4982754;0.11271779;2
nacimiento;05/10/2022;Micro_collar_5-8;10:37:00;Otono;5;1;CH4;-0.486055;0.991094;37.08394;-2.675422;BS;18.8;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_17-20;11:17:00;Otono;18;1;CH4;-0.437356;0.979837;37.08389;-2.675637;VP;19.7;16.6;13.4;0.8;0;0.7;0.254115391;0.153208474;0.512077295;-0.464327485;294.4982754;0.10919025;2
nacimiento;05/10/2022;Micro_collar_13-16;11:02:00;Otono;13;1;CH4;-0.39613;0.975441;37.08382;-2.675538;BS;19.1;16.6;13.4;0.8;0;0.7;0.291204275;0.177921315;0.546050096;-0.465303141;294.778553;0.11271779;2
nacimiento;05/10/2022;Micro_collar_13-16;11:05:00;Otono;14;1;CH4;-0.327571;0.962953;37.08383;-2.675548;BS;19.3;16.6;13.4;0.8;0;0.7;0.302491822;0.198602213;0.572192513;-0.491304348;294.778553;0.11239829;2
nacimiento;05/10/2022;Micro_collar_21-24;11:26:00;Otono;21;1;CH4;-0.324856;0.976841;37.08382;-2.67568;BS;21.3;16.6;13.4;0.8;0;0.7;0.290571497;0.193434936;0.550647372;-0.477503628;294.778553;0.11317017;2
nacimiento;05/10/2022;Micro_collar_13-16;11:08:00;Otono;15;1;CH4;-0.308771;0.974691;37.08383;-2.675565;BS;19.7;16.6;13.4;0.8;0;0.7;0.302491822;0.198602213;0.572192513;-0.491304348;294.778553;0.11239829;2
nacimiento;05/10/2022;Micro_collar_1-4;10:31:00;Otono;3;1;CH4;-0.268971;0.9771;37.08399;-2.67542;VP;18.9;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
nacimiento;05/10/2022;Micro_collar_21-24;11:33:00;Otono;23;1;CH4;-0.20928;0.949623;37.08378;-2.675673;BS;20.9;16.6;13.4;0.8;0;0.7;0.290571497;0.193434936;0.550647372;-0.477503628;294.778553;0.11317017;2
nacimiento;05/10/2022;Micro_collar_1-4;10:28:00;Otono;2;1;CH4;-0.175274;0.94364;37.08399;-2.675395;VP;19.1;16.6;13.4;0.8;0;0.7;0.266792732;0.15356711;0.515488483;-0.45648855;294.4982754;0.11176421;2
portugos;06/10/2023;Micro_collar_9-12;10:39:00;Otono;12;1;CH4;-0.679032;0.994915;36.95462;-3.301268;VP;20.7;23.3;18.7;0;19;0;0.290945573;0.331120332;0.766519824;-0.680460974;295.5305174;0.07242455;1
portugos;06/10/2023;Micro_collar_9-12;10:36:00;Otono;11;1;CH4;-0.628226;0.995003;36.95464;-3.301282;VP;20.7;23.3;18.7;0;19;0;0.290945573;0.331120332;0.766519824;-0.680460974;295.5305174;0.07242455;1
portugos;06/10/2023;Micro_collar_13-16;10:42:00;Otono;13;1;CH4;-0.607395;0.996105;36.95457;-3.301285;BS;20.9;23.3;18.7;0;19;0;0.303373097;0.34978789;0.728395062;-0.673040153;295.5305174;0.07640338;1
portugos;06/10/2023;Micro_collar_13-16;10:52:00;Otono;16;1;CH4;-0.550145;0.993712;36.95458;-3.301262;BS;21.5;23.3;18.7;0;19;0;0.303373097;0.34978789;0.728395062;-0.673040153;295.5305174;0.07640338;1
portugos;06/10/2023;Micro_collar_21-24;11:15:00;Otono;22;1;CH4;-0.493584;0.993026;36.95449;-3.301355;BS;22.6;23.3;18.7;0;19;0;0.264617141;0.31314741;0.64964965;-0.634920635;295.5305174;0.0759492;1
portugos;06/10/2023;Micro_collar_1-4;10:09:00;Otono;3;1;CH4;-0.462107;0.991119;36.95479;-3.301117;VP;21.9;23.3;18.7;0;19;0;0.265588441;0.282747604;0.674661105;-0.633774161;295.5510255;0.07578815;1
portugos;06/10/2023;Micro_collar_13-16;10:48:00;Otono;15;1;CH4;-0.386581;0.985678;36.95456;-3.3013;BS;21.3;23.3;18.7;0;19;0;0.303373097;0.34978789;0.728395062;-0.673040153;295.5305174;0.07640338;1
portugos;06/10/2023;Micro_collar_21-24;11:18:00;Otono;23;1;CH4;-0.3769;0.991374;36.95452;-3.301375;BS;22.6;23.3;18.7;0;19;0;0.264617141;0.31314741;0.64964965;-0.634920635;295.5305174;0.0759492;1
portugos;06/10/2023;Micro_collar_5-8;10:26:00;Otono;8;1;CH4;-0.371886;0.988422;36.95479;-3.301248;BS;21.06;23.3;18.7;0;19;0;0.306777695;0.364353312;0.748357756;-0.681243926;295.5510255;0.07521662;1
portugos;06/10/2023;Micro_collar_5-8;10:19:00;Otono;6;1;CH4;-0.359888;0.988679;36.95477;-3.301173;BS;21.1;23.3;18.7;0;19;0;0.290327876;0.328577091;0.7305111;-0.687814703;295.5510255;0.07369406;1
portugos;06/10/2023;Micro_collar_1-4;10:06:00;Otono;2;1;CH4;-0.335839;0.984832;36.95477;-3.30107;VP;21.9;23.3;18.7;0;19;0;0.278166694;0.328044427;0.676514772;-0.652517275;295.5510255;0.07632534;1
portugos;06/10/2023;Micro_collar_5-8;10:16:00;Otono;5;1;CH4;-0.315701;0.983633;36.95477;-3.30115;BS;21.3;23.3;18.7;0;19;0;0.290327876;0.328577091;0.7305111;-0.687814703;295.5510255;0.07369406;1
portugos;06/10/2023;Micro_collar_1-4;10:02:00;Otono;1;1;CH4;-0.277887;0.964328;36.95474;-3.30112;VP;22.4;23.3;18.7;0;19;0;0.278166694;0.328044427;0.676514772;-0.652517275;295.5510255;0.07632534;1
portugos;06/10/2023;Micro_collar_1-4;10:06:00;Otono;2;1;CO2;1.29884;0.97161;36.95477;-3.30107;VP;21.9;23.3;18.7;0;19;0;0.278166694;0.328044427;0.676514772;-0.652517275;295.5510255;0.07632534;1
portugos;06/10/2023;Micro_collar_1-4;10:09:00;Otono;3;1;CO2;2.1853;0.986323;36.95479;-3.301117;VP;21.9;23.3;18.7;0;19;0;0.265588441;0.282747604;0.674661105;-0.633774161;295.5510255;0.07578815;1
portugos;06/10/2023;Micro_collar_5-8;10:16:00;Otono;5;1;CO2;2.11904;0.986284;36.95477;-3.30115;BS;21.3;23.3;18.7;0;19;0;0.290327876;0.328577091;0.7305111;-0.687814703;295.5510255;0.07369406;1
portugos;06/10/2023;Micro_collar_5-8;10:19:00;Otono;6;1;CO2;1.59511;0.978897;36.95477;-3.301173;BS;21.1;23.3;18.7;0;19;0;0.290327876;0.328577091;0.7305111;-0.687814703;295.5510255;0.07369406;1
portugos;06/10/2023;Micro_collar_5-8;10:26:00;Otono;8;1;CO2;1.97906;0.989004;36.95479;-3.301248;BS;21.06;23.3;18.7;0;19;0;0.306777695;0.364353312;0.748357756;-0.681243926;295.5510255;0.07521662;1
portugos;06/10/2023;Micro_collar_9-12;10:29:00;Otono;9;1;CO2;1.42996;0.972535;36.95466;-3.301295;VP;21.1;23.3;18.7;0;19;0;0.290945573;0.331120332;0.766519824;-0.680460974;295.5305174;0.07242455;1
portugos;06/10/2023;Micro_collar_9-12;10:36:00;Otono;11;1;CO2;1.72853;0.982087;36.95464;-3.301282;VP;20.7;23.3;18.7;0;19;0;0.290945573;0.331120332;0.766519824;-0.680460974;295.5305174;0.07242455;1
portugos;06/10/2023;Micro_collar_9-12;10:39:00;Otono;12;1;CO2;1.51244;0.966209;36.95462;-3.301268;VP;20.7;23.3;18.7;0;19;0;0.290945573;0.331120332;0.766519824;-0.680460974;295.5305174;0.07242455;1
portugos;06/10/2023;Micro_collar_13-16;10:42:00;Otono;13;1;CO2;2.50938;0.994721;36.95457;-3.301285;BS;20.9;23.3;18.7;0;19;0;0.303373097;0.34978789;0.728395062;-0.673040153;295.5305174;0.07640338;1
portugos;06/10/2023;Micro_collar_13-16;10:48:00;Otono;15;1;CO2;1.21884;0.960504;36.95456;-3.3013;BS;21.3;23.3;18.7;0;19;0;0.303373097;0.34978789;0.728395062;-0.673040153;295.5305174;0.07640338;1
portugos;06/10/2023;Micro_collar_13-16;10:52:00;Otono;16;1;CO2;0.888889;0.922188;36.95458;-3.301262;BS;21.5;23.3;18.7;0;19;0;0.303373097;0.34978789;0.728395062;-0.673040153;295.5305174;0.07640338;1
portugos;06/10/2023;Micro_collar_17-20;10:55:00;Otono;17;1;CO2;5.85818;0.998663;36.95453;-3.301375;VP;22.6;23.3;18.7;0;19;0;0.28327787;0.301458671;0.736216216;-0.673788431;295.8142131;0.07195309;1
portugos;06/10/2023;Micro_collar_17-20;11:02:00;Otono;19;1;CO2;1.07868;0.984596;36.95452;-3.30141;VP;22.1;23.3;18.7;0;19;0;0.293467583;0.327088212;0.729399797;-0.683168317;295.8142131;0.07341092;1
portugos;06/10/2023;Micro_collar_17-20;11:06:00;Otono;20;1;CO2;1.77574;0.992572;36.95452;-3.301425;VP;22.4;23.3;18.7;0;19;0;0.293467583;0.327088212;0.729399797;-0.683168317;295.8142131;0.07341092;1
portugos;06/10/2023;Micro_collar_21-24;11:15:00;Otono;22;1;CO2;1.37517;0.98567;36.95449;-3.301355;BS;22.6;23.3;18.7;0;19;0;0.264617141;0.31314741;0.64964965;-0.634920635;295.5305174;0.0759492;1
portugos;06/10/2023;Micro_collar_21-24;11:18:00;Otono;23;1;CO2;1.09248;0.976877;36.95452;-3.301375;BS;22.6;23.3;18.7;0;19;0;0.264617141;0.31314741;0.64964965;-0.634920635;295.5305174;0.0759492;1
portugos;06/10/2023;Micro_collar_21-24;11:22:00;Otono;24;1;CO2;1.80479;0.988777;36.95454;-3.301327;BS;22.6;23.3;18.7;0;19;0;0.28327787;0.301458671;0.736216216;-0.673788431;295.5305174;0.07195309;1
portugos;06/10/2023;Micro_collar_9-12;10:29:00;Otono;9;1;CH4;-0.229396;0.969949;36.95466;-3.301295;VP;21.1;23.3;18.7;0;19;0;0.290945573;0.331120332;0.766519824;-0.680460974;295.5305174;0.07242455;1
portugos;06/10/2023;Micro_collar_17-20;10:55:00;Otono;17;1;CH4;-0.226465;0.971041;36.95453;-3.301375;VP;22.6;23.3;18.7;0;19;0;0.28327787;0.301458671;0.736216216;-0.673788431;295.8142131;0.07195309;1
portugos;06/10/2023;Micro_collar_21-24;11:22:00;Otono;24;1;CH4;-0.219622;0.975698;36.95454;-3.301327;BS;22.6;23.3;18.7;0;19;0;0.28327787;0.301458671;0.736216216;-0.673788431;295.5305174;0.07195309;1
portugos;06/10/2023;Micro_collar_17-20;11:02:00;Otono;19;1;CH4;-0.165987;0.967687;36.95452;-3.30141;VP;22.1;23.3;18.7;0;19;0;0.293467583;0.327088212;0.729399797;-0.683168317;295.8142131;0.07341092;1
portugos;07/04/2022;Micro_collar_1-4;10:52:00;Primavera;1;1;CO2;2.4566;0.996331;36.95449;-3.301255;VP;13.5;9.8;23;0.2;0;30.2;0.251969171;0.260182876;0.646036916;-0.594111462;;0.07464525;1
