Location;Date;T_med_ifapa;Rad_ifapa;Pp_ifapa;Dias_ultima_pp;Pp_acumulada_7
nacimiento;01/01/2022;14;10.7;0;NA;0
nacimiento;02/01/2022;13.6;10.8;0;1;0
nacimiento;03/01/2022;13.8;10.7;0;2;0
nacimiento;04/01/2022;11.5;9.5;0;3;0
nacimiento;05/01/2022;5.8;9.4;2.4;0;2.4
nacimiento;06/01/2022;5.7;10.6;0.6;0;3
nacimiento;07/01/2022;6.5;10.9;0;1;3
nacimiento;08/01/2022;7.1;9.2;0;2;3
nacimiento;09/01/2022;10.7;4.4;0;3;3
nacimiento;10/01/2022;11.8;10.6;0;4;3
nacimiento;11/01/2022;8;10.3;0;5;3
nacimiento;12/01/2022;6.1;11;0;6;3
nacimiento;13/01/2022;4.3;7;0;7;0.6
nacimiento;14/01/2022;3.9;4.9;1.2;0;0
nacimiento;15/01/2022;3.3;10.9;0.2;0;1.2
nacimiento;16/01/2022;4.1;11.1;0.1;0;1.4
nacimiento;17/01/2022;4.3;11.3;0;1;1.5
nacimiento;18/01/2022;3.6;11.6;0;2;1.5
nacimiento;19/01/2022;3.3;11.5;0;3;1.5
nacimiento;20/01/2022;3.7;10.9;0;4;1.5
nacimiento;21/01/2022;3.8;11.5;0;5;1.5
nacimiento;22/01/2022;5.3;9.2;0;6;0.3
nacimiento;23/01/2022;5.2;5.4;0;7;0.1
nacimiento;24/01/2022;5.1;10.8;0;8;0
nacimiento;25/01/2022;5.5;3.2;0;9;0
nacimiento;26/01/2022;5.5;1.2;10.1;0;0
nacimiento;27/01/2022;6.4;6.7;0;1;10.1
nacimiento;28/01/2022;6.3;12.5;0;2;10.1
nacimiento;29/01/2022;7.7;13;0;3;10.1
nacimiento;30/01/2022;9;11.7;0;4;10.1
nacimiento;31/01/2022;11.2;12.1;0;5;10.1
nacimiento;01/02/2022;8.5;13.4;0;6;10.1
nacimiento;02/02/2022;11.4;13.8;0;7;10.1
nacimiento;03/02/2022;13.5;11.7;0;8;0
nacimiento;04/02/2022;13.8;11.9;0;9;0
nacimiento;05/02/2022;10.6;7.6;0;10;0
nacimiento;06/02/2022;7.8;8.3;0;11;0
nacimiento;07/02/2022;8.5;14.1;0;12;0
nacimiento;08/02/2022;7.9;14.4;0;13;0
nacimiento;09/02/2022;6.2;14.5;0;14;0
nacimiento;10/02/2022;7.3;14.6;0;15;0
nacimiento;11/02/2022;9.5;13.1;0;16;0
nacimiento;12/02/2022;5.5;14.3;0;17;0
nacimiento;13/02/2022;7.2;10.9;0;18;0
nacimiento;14/02/2022;9.3;14.8;0;19;0
nacimiento;15/02/2022;8.2;16;0;20;0
nacimiento;16/02/2022;11.3;15.5;0;21;0
nacimiento;17/02/2022;12.6;16.1;0;22;0
nacimiento;18/02/2022;13.4;16;0;23;0
nacimiento;19/02/2022;10.3;12.9;0.1;0;0
nacimiento;20/02/2022;8.3;10.1;0.7;0;0.1
nacimiento;21/02/2022;10.8;15.3;0;1;0.8
nacimiento;22/02/2022;11.2;17.1;0;2;0.8
nacimiento;23/02/2022;10.6;9.5;0;3;0.8
nacimiento;24/02/2022;11.9;13.2;3.6;0;0.8
nacimiento;25/02/2022;8.7;10.4;4.7;0;4.4
nacimiento;26/02/2022;6.5;2.8;4.1;0;9.1
nacimiento;27/02/2022;6;5.4;0.4;0;13.1
nacimiento;28/02/2022;6.5;9.5;0;1;12.8
nacimiento;01/03/2022;9.3;15.9;0;2;12.8
nacimiento;02/03/2022;10.9;17.1;0;3;12.8
nacimiento;03/03/2022;10.5;11.5;2;0;12.8
nacimiento;04/03/2022;5.1;3.5;2.4;0;11.2
nacimiento;05/03/2022;5.6;5.8;8.6;0;8.9
nacimiento;06/03/2022;5.7;8.9;0.5;0;13.4
nacimiento;07/03/2022;6;7.4;0.2;0;13.5
nacimiento;08/03/2022;6.7;10.9;0;1;13.7
nacimiento;09/03/2022;7.7;17.9;0;2;13.7
nacimiento;10/03/2022;8.6;17.2;0;3;13.7
nacimiento;11/03/2022;9;8.1;0.9;0;11.7
nacimiento;12/03/2022;9.7;18.4;0;1;10.2
nacimiento;13/03/2022;10.7;13.4;0.1;0;1.6
nacimiento;14/03/2022;11.5;8.3;1.8;0;1.2
nacimiento;15/03/2022;13.8;1.5;0.1;0;2.8
nacimiento;16/03/2022;8.4;2.5;29.3;0;2.9
nacimiento;17/03/2022;8.9;6.9;2.9;0;32.2
nacimiento;18/03/2022;8.9;5.3;0.2;0;35.1
nacimiento;19/03/2022;8.3;6.5;0;1;34.4
nacimiento;20/03/2022;8.2;6.6;4.2;0;34.4
nacimiento;21/03/2022;8.1;7.8;26;0;38.5
nacimiento;22/03/2022;9.2;14.2;0.1;0;62.7
nacimiento;23/03/2022;8.6;3;17.9;0;62.7
nacimiento;24/03/2022;8.6;3.3;25.4;0;51.3
nacimiento;25/03/2022;6.8;2.5;33.8;0;73.8
nacimiento;26/03/2022;7.2;3;21.5;0;107.4
nacimiento;27/03/2022;8.4;14.1;0.1;0;128.9
nacimiento;28/03/2022;9.8;12.5;0;1;124.8
nacimiento;29/03/2022;11.7;12.3;1.3;0;98.8
nacimiento;30/03/2022;9.3;9.6;3.8;0;100
nacimiento;31/03/2022;8.6;13.6;1.9;0;85.9
nacimiento;01/04/2022;8.7;18.3;0;1;62.4
nacimiento;02/04/2022;6.8;19.2;0;2;28.6
nacimiento;03/04/2022;4.9;15.3;0;3;7.1
nacimiento;04/04/2022;4.5;4.2;1.7;0;7
nacimiento;05/04/2022;3.3;2.3;34.4;0;8.7
nacimiento;06/04/2022;6.5;11.7;0.1;0;41.8
nacimiento;07/04/2022;11.4;21.5;0;1;38.1
nacimiento;08/04/2022;14;21;0;2;36.2
nacimiento;09/04/2022;14.2;22.4;0;3;36.2
nacimiento;10/04/2022;14.4;23.8;0;4;36.2
nacimiento;11/04/2022;15.7;22;2.6;0;36.2
nacimiento;12/04/2022;10.6;10.1;7.6;0;37.1
nacimiento;13/04/2022;9.8;12.9;0.7;0;10.3
nacimiento;14/04/2022;12.7;10.4;0;1;10.9
nacimiento;15/04/2022;14.8;19.5;0;2;10.9
nacimiento;16/04/2022;17;24.4;0;3;10.9
nacimiento;17/04/2022;18;25.4;0;4;10.9
nacimiento;18/04/2022;16.3;21.6;0;5;10.9
nacimiento;19/04/2022;15;20.8;0;6;8.3
nacimiento;20/04/2022;6.8;16.4;2.8;0;0.7
nacimiento;21/04/2022;10.8;26.2;0;1;2.8
nacimiento;22/04/2022;10.6;15.8;0.5;0;2.8
nacimiento;23/04/2022;8.1;20.9;2.9;0;3.3
nacimiento;24/04/2022;11.9;25.7;0;1;6.2
nacimiento;25/04/2022;13.4;26.9;0;2;6.2
nacimiento;26/04/2022;13.3;19;0;3;6.2
nacimiento;27/04/2022;10.5;6.5;3.6;0;6.2
nacimiento;28/04/2022;9.4;10.1;7.1;0;7
nacimiento;29/04/2022;12.2;19.3;0;1;14.1
nacimiento;30/04/2022;13.8;22.5;0;2;13.6
nacimiento;01/05/2022;17.2;20.8;0.1;0;10.7
nacimiento;02/05/2022;15.8;18.1;0.1;0;10.8
nacimiento;03/05/2022;11;10.8;2.6;0;10.9
nacimiento;04/05/2022;9.4;3.5;45.7;0;13.5
nacimiento;05/05/2022;12.7;13.7;0;1;55.6
nacimiento;06/05/2022;16.8;26;0;2;48.5
nacimiento;07/05/2022;16;28.4;0;3;48.5
nacimiento;08/05/2022;16.3;27.3;0;4;48.5
nacimiento;09/05/2022;16.6;28.1;0;5;48.4
nacimiento;10/05/2022;16;28.3;0;6;48.3
nacimiento;11/05/2022;16.8;28.6;0;7;45.7
nacimiento;12/05/2022;17.5;25.7;0;8;0
nacimiento;13/05/2022;19.5;20.1;0;9;0
nacimiento;14/05/2022;19.4;25.5;0;10;0
nacimiento;15/05/2022;20.4;26.5;0;11;0
nacimiento;16/05/2022;19.9;28.6;0;12;0
nacimiento;17/05/2022;21.7;28.4;0;13;0
nacimiento;18/05/2022;22.8;27.6;0;14;0
nacimiento;19/05/2022;23.1;28.1;0;15;0
nacimiento;20/05/2022;24.6;26.8;0;16;0
nacimiento;21/05/2022;25;20.2;0;17;0
nacimiento;22/05/2022;24.1;22.3;0;18;0
nacimiento;23/05/2022;22.1;28.7;0;19;0
nacimiento;24/05/2022;20.7;27.9;0;20;0
nacimiento;25/05/2022;15.9;29.5;0;21;0
nacimiento;26/05/2022;15.3;29.3;0;22;0
nacimiento;27/05/2022;19.2;29.5;0;23;0
nacimiento;28/05/2022;20.7;22.2;0.4;0;0
nacimiento;29/05/2022;22.6;23.3;0;1;0.4
nacimiento;30/05/2022;19.8;26.6;0;2;0.4
nacimiento;31/05/2022;21.4;28.8;0;3;0.4
nacimiento;01/06/2022;24.1;17.8;0;4;0.4
nacimiento;02/06/2022;21.6;21.5;0;5;0.4
nacimiento;03/06/2022;20.9;28.4;0;6;0.4
nacimiento;04/06/2022;20.7;29;0;7;0.4
nacimiento;05/06/2022;20;24.8;0;8;0
nacimiento;06/06/2022;22.2;29;0;9;0
nacimiento;07/06/2022;23.9;29.3;0;10;0
nacimiento;08/06/2022;24.9;27.2;0;11;0
nacimiento;09/06/2022;23.8;28.6;0;12;0
nacimiento;10/06/2022;22.9;28.8;0;13;0
nacimiento;11/06/2022;23;28.7;0;14;0
nacimiento;12/06/2022;25.1;28.1;0;15;0
nacimiento;13/06/2022;26.7;26.5;0;16;0
nacimiento;14/06/2022;27.4;20.1;0;17;0
nacimiento;15/06/2022;26.6;22.4;0;18;0
nacimiento;16/06/2022;27.9;27.4;0;19;0
nacimiento;17/06/2022;27.6;29.2;0;20;0
nacimiento;18/06/2022;27.2;27.3;0;21;0
nacimiento;19/06/2022;25.6;27.8;0;22;0
nacimiento;20/06/2022;27.4;22.6;0;23;0
nacimiento;21/06/2022;22.2;15.7;1.8;0;0
nacimiento;22/06/2022;19.7;29.5;0;1;1.8
nacimiento;23/06/2022;20.1;29.3;0;2;1.8
nacimiento;24/06/2022;20.7;28;0;3;1.8
nacimiento;25/06/2022;22.3;28.9;0;4;1.8
nacimiento;26/06/2022;23;28.2;0;5;1.8
nacimiento;27/06/2022;22.1;28.8;0;6;1.8
nacimiento;28/06/2022;20.4;28;0;7;1.8
nacimiento;29/06/2022;22;27.8;0;8;0
nacimiento;30/06/2022;23.2;27.4;0;9;0
nacimiento;01/07/2022;21.7;27.6;0;10;0
nacimiento;02/07/2022;21.9;26.1;0;11;0
nacimiento;03/07/2022;24.4;25.4;0;12;0
nacimiento;04/07/2022;26.3;24;0;13;0
nacimiento;05/07/2022;26.8;21.6;0;14;0
nacimiento;06/07/2022;23.7;27.7;0;15;0
nacimiento;07/07/2022;22.7;28;0;16;0
nacimiento;08/07/2022;22.7;28;0;17;0
nacimiento;09/07/2022;23.7;28.5;0;18;0
nacimiento;10/07/2022;24.5;28;0;19;0
nacimiento;11/07/2022;24.6;28.5;0;20;0
nacimiento;12/07/2022;25;28.6;0;21;0
nacimiento;13/07/2022;25.9;27.5;0;22;0
nacimiento;14/07/2022;26.8;27.4;0;23;0
nacimiento;15/07/2022;25.6;27.7;0;24;0
nacimiento;16/07/2022;25.2;27.9;0;25;0
nacimiento;17/07/2022;24.9;28.1;0;26;0
nacimiento;18/07/2022;25.5;27;0;27;0
nacimiento;19/07/2022;25.5;26.3;0;28;0
nacimiento;20/07/2022;25.8;27.3;0;29;0
nacimiento;21/07/2022;24.8;27;0;30;0
nacimiento;22/07/2022;25.9;26.1;0;31;0
nacimiento;23/07/2022;27.9;26.7;0;32;0
nacimiento;24/07/2022;29.3;26.7;0;33;0
nacimiento;25/07/2022;30.8;20.7;0;34;0
nacimiento;26/07/2022;28;26.8;0;35;0
nacimiento;27/07/2022;25.8;26.6;0;36;0
nacimiento;28/07/2022;25.6;27;0;37;0
nacimiento;29/07/2022;26.3;26.2;0;38;0
nacimiento;30/07/2022;24.5;11;0;39;0
nacimiento;31/07/2022;25.2;26.1;0;40;0
nacimiento;01/08/2022;24.7;25.8;0;41;0
nacimiento;02/08/2022;25.3;25.5;0;42;0
nacimiento;03/08/2022;25.9;25.9;0;43;0
nacimiento;04/08/2022;26;26.2;0;44;0
nacimiento;05/08/2022;25.4;26.2;0;45;0
nacimiento;06/08/2022;24.7;26.4;0;46;0
nacimiento;07/08/2022;24.2;26.3;0;47;0
nacimiento;08/08/2022;24.3;24.6;0;48;0
nacimiento;09/08/2022;24.7;18.9;0;49;0
nacimiento;10/08/2022;25.6;24.5;0;50;0
nacimiento;11/08/2022;25.7;24.8;0;51;0
nacimiento;12/08/2022;26.5;17.6;0;52;0
nacimiento;13/08/2022;28;20.5;0.1;0;0
nacimiento;14/08/2022;27.8;21.4;0;1;0.1
nacimiento;15/08/2022;25;25.4;0;2;0.1
nacimiento;16/08/2022;24;22.3;0;3;0.1
nacimiento;17/08/2022;22.6;24.3;0;4;0.1
nacimiento;18/08/2022;21.8;24.8;0;5;0.1
nacimiento;19/08/2022;22;24.7;0;6;0.1
nacimiento;20/08/2022;23.2;24.5;0;7;0.1
nacimiento;21/08/2022;26.7;25.2;0;8;0
nacimiento;22/08/2022;26.4;24.3;0;9;0
nacimiento;23/08/2022;24;23.8;0;10;0
nacimiento;24/08/2022;24.2;20.6;0;11;0
nacimiento;25/08/2022;24;23.8;0;12;0
nacimiento;26/08/2022;22.6;23.4;0;13;0
nacimiento;27/08/2022;22.5;23.7;0;14;0
nacimiento;28/08/2022;23.5;22.9;0;15;0
nacimiento;29/08/2022;23.6;6.1;0.9;0;0
nacimiento;30/08/2022;25.5;16.4;2.1;0;0.9
nacimiento;31/08/2022;22;15.9;4.7;0;3
nacimiento;01/09/2022;23.7;15.4;0;1;7.7
nacimiento;02/09/2022;24.7;15.5;0;2;7.7
nacimiento;03/09/2022;22.8;9.5;0.2;0;7.7
nacimiento;04/09/2022;22.5;20.4;0;1;7.9
nacimiento;05/09/2022;23.3;22.9;0;2;7.9
nacimiento;06/09/2022;23.1;22.6;0;3;7
nacimiento;07/09/2022;23.8;21.2;0;4;4.9
nacimiento;08/09/2022;23.1;22.8;0;5;0.2
nacimiento;09/09/2022;23.7;21.8;0;6;0.2
nacimiento;10/09/2022;23.5;21.1;0;7;0.2
nacimiento;11/09/2022;24.3;20.8;0;8;0
nacimiento;12/09/2022;24;9.5;1.2;0;0
nacimiento;13/09/2022;21.8;13.7;1.4;0;1.2
nacimiento;14/09/2022;20.7;15.6;0;1;2.6
nacimiento;15/09/2022;19.8;16.1;0;2;2.6
nacimiento;16/09/2022;20.2;18.9;0;3;2.6
nacimiento;17/09/2022;20.4;20.9;0;4;2.6
nacimiento;18/09/2022;20.1;19.1;0;5;2.6
nacimiento;19/09/2022;18.6;19.7;0;6;2.6
nacimiento;20/09/2022;19.4;18.2;0;7;1.4
nacimiento;21/09/2022;17.5;10.1;4.5;0;0
nacimiento;22/09/2022;18.4;19;0.1;0;4.5
nacimiento;23/09/2022;18.6;18.8;0;1;4.6
nacimiento;24/09/2022;20.6;17.4;0;2;4.6
nacimiento;25/09/2022;17.5;15;0;3;4.6
nacimiento;26/09/2022;15.9;18.4;0;4;4.6
nacimiento;27/09/2022;17;19.9;0;5;4.6
nacimiento;28/09/2022;17.9;19.8;0;6;4.6
nacimiento;29/09/2022;16;15.3;0.7;0;0.1
nacimiento;30/09/2022;14;19.8;0;1;0.7
nacimiento;01/10/2022;14.1;19.1;0;2;0.7
nacimiento;02/10/2022;17.6;15.9;0;3;0.7
nacimiento;03/10/2022;21.8;13.8;0;4;0.7
nacimiento;04/10/2022;19.9;16.4;0;5;0.7
nacimiento;05/10/2022;16.6;13.4;0.8;0;0.7
nacimiento;06/10/2022;15.2;11.1;0.1;0;1.5
nacimiento;07/10/2022;15.7;16.4;0.2;0;0.9
nacimiento;08/10/2022;16.5;16.1;0;1;1.1
nacimiento;09/10/2022;16.5;12.3;0;2;1.1
nacimiento;10/10/2022;15.5;9.4;0.2;0;1.1
nacimiento;11/10/2022;14.4;8.3;1.2;0;1.3
nacimiento;12/10/2022;14.7;12.4;0.1;0;2.5
nacimiento;13/10/2022;15.2;16.2;0;1;1.8
nacimiento;14/10/2022;17.1;17;0;2;1.7
nacimiento;15/10/2022;19.4;16.1;0;3;1.5
nacimiento;16/10/2022;19.3;12;0;4;1.5
nacimiento;17/10/2022;20.8;16.7;0;5;1.5
nacimiento;18/10/2022;21.4;14.5;0;6;1.3
nacimiento;19/10/2022;22.5;10.3;0;7;0.1
nacimiento;20/10/2022;21.2;8.7;0;8;0
nacimiento;21/10/2022;22;10.2;0;9;0
nacimiento;22/10/2022;22.4;13.1;0;10;0
nacimiento;23/10/2022;21.6;11.9;0;11;0
nacimiento;24/10/2022;19.9;13.4;0;12;0
nacimiento;25/10/2022;21.2;9.4;0;13;0
nacimiento;26/10/2022;21.1;9.4;0;14;0
nacimiento;27/10/2022;19.6;14.1;0;15;0
nacimiento;28/10/2022;18.3;13.3;0;16;0
nacimiento;29/10/2022;16.4;12.8;0;17;0
nacimiento;30/10/2022;15.9;11.7;0;18;0
nacimiento;31/10/2022;18.1;8.1;0;19;0
nacimiento;01/11/2022;17.9;12.8;0;20;0
nacimiento;02/11/2022;14.8;12.9;0;21;0
nacimiento;03/11/2022;14.4;7.5;0;22;0
nacimiento;04/11/2022;15.6;12.3;0;23;0
nacimiento;05/11/2022;12.9;13.8;0;24;0
nacimiento;06/11/2022;15.2;13.5;0;25;0
nacimiento;07/11/2022;13.8;13.1;0;26;0
nacimiento;08/11/2022;15;12.2;0;27;0
nacimiento;09/11/2022;13.5;8;0.9;0;0
nacimiento;10/11/2022;11.6;12.5;0.9;0;0.9
nacimiento;11/11/2022;11.6;6.9;0;1;1.8
nacimiento;12/11/2022;14;10.6;0;2;1.8
nacimiento;13/11/2022;12;11.9;0;3;1.8
nacimiento;14/11/2022;14.1;11.8;0;4;1.8
nacimiento;15/11/2022;13.5;5.6;0;5;1.8
nacimiento;16/11/2022;13.8;3;0.1;0;1.8
nacimiento;17/11/2022;15.1;11.2;0;1;1
nacimiento;18/11/2022;9.8;3.1;5;0;0.1
nacimiento;19/11/2022;6.2;9.4;0;1;5.1
nacimiento;20/11/2022;9.6;12.3;0;2;5.1
nacimiento;21/11/2022;12.4;8.1;0.7;0;5.1
nacimiento;22/11/2022;10.1;8.4;0;1;5.8
nacimiento;23/11/2022;13.9;10.5;0;2;5.8
nacimiento;24/11/2022;12.6;11.8;0;3;5.7
nacimiento;25/11/2022;12;7.7;0;4;5.7
nacimiento;26/11/2022;9.4;11.9;0;5;0.7
nacimiento;27/11/2022;12.1;10.3;0;6;0.7
nacimiento;28/11/2022;9.5;11.4;0;7;0.7
nacimiento;29/11/2022;7.3;11.4;0;8;0
nacimiento;30/11/2022;7.1;10.6;0;9;0
nacimiento;01/12/2022;6.2;7.1;0.1;0;0
nacimiento;02/12/2022;6.1;6;0;1;0.1
nacimiento;03/12/2022;5.9;8.8;0;2;0.1
nacimiento;04/12/2022;7.4;4.6;0.1;0;0.1
nacimiento;05/12/2022;10.3;8.9;4.8;0;0.2
nacimiento;06/12/2022;9.7;6.7;2.9;0;5
nacimiento;07/12/2022;8.7;7.9;0;1;7.9
nacimiento;08/12/2022;11.3;6.9;0;2;7.9
nacimiento;09/12/2022;9;2.3;29.5;0;7.8
nacimiento;10/12/2022;9.6;9.1;0;1;37.3
nacimiento;11/12/2022;11.7;7.2;1;0;37.3
nacimiento;12/12/2022;13.6;9.5;0;1;38.2
nacimiento;13/12/2022;15.9;10.1;0;2;33.4
nacimiento;14/12/2022;12.6;3.5;9;0;30.5
nacimiento;15/12/2022;7.9;6.7;5.9;0;39.5
nacimiento;16/12/2022;7.8;6.7;0;1;45.4
nacimiento;17/12/2022;8;9.8;0;2;15.9
nacimiento;18/12/2022;7;10.3;0;3;15.9
nacimiento;19/12/2022;7.1;10.2;0;4;14.9
nacimiento;20/12/2022;11.6;8.5;0;5;14.9
nacimiento;21/12/2022;11;7.5;0;6;14.9
nacimiento;22/12/2022;12.4;10.4;0;7;5.9
nacimiento;23/12/2022;12.8;10.4;0;8;0
nacimiento;24/12/2022;13.2;10.7;0;9;0
nacimiento;25/12/2022;12.3;10.5;0;10;0
nacimiento;26/12/2022;11;9.7;0;11;0
nacimiento;27/12/2022;10.3;10.7;0;12;0
nacimiento;28/12/2022;9.1;10.7;0;13;0
nacimiento;29/12/2022;9.5;10;0;14;0
nacimiento;30/12/2022;10.5;10.2;0;15;0
nacimiento;31/12/2022;11;10;0;16;0
nacimiento;01/01/2023;9.9;10;0;17;0
nacimiento;02/01/2023;11.8;9.5;0;18;0
nacimiento;03/01/2023;9.8;10.1;0;19;0
nacimiento;04/01/2023;7.4;10.7;0;20;0
nacimiento;05/01/2023;5.1;9.4;0;21;0
nacimiento;06/01/2023;6.8;11;0.1;0;0
nacimiento;07/01/2023;8.3;11.3;0;1;0.1
nacimiento;08/01/2023;11.8;8.1;0;2;0.1
nacimiento;09/01/2023;11.9;10.4;0;3;0.1
nacimiento;10/01/2023;11.5;11.4;0;4;0.1
nacimiento;11/01/2023;10;11.4;0;5;0.1
nacimiento;12/01/2023;7.7;11;0;6;0.1
nacimiento;13/01/2023;9.1;11.4;0;7;0.1
nacimiento;14/01/2023;8;11.9;0;8;0
nacimiento;15/01/2023;10.1;11;0;9;0
nacimiento;16/01/2023;7;10.1;0;10;0
nacimiento;17/01/2023;8.8;8.9;0;11;0
nacimiento;18/01/2023;2.3;3.9;2.9;0;0
nacimiento;19/01/2023;3.5;12.3;0;1;2.9
nacimiento;20/01/2023;8.4;10.3;0;2;2.9
nacimiento;21/01/2023;7.6;7.9;0;3;2.9
nacimiento;22/01/2023;2.2;12.9;0;4;2.9
nacimiento;23/01/2023;0.8;12.8;0;5;2.9
nacimiento;24/01/2023;-0.1;9.4;0;6;2.9
nacimiento;25/01/2023;2.1;10.4;1.3;0;2.9
nacimiento;26/01/2023;2.2;10.7;0;1;1.3
nacimiento;27/01/2023;2.4;12.7;0;2;1.3
nacimiento;28/01/2023;1.6;13.5;0;3;1.3
nacimiento;29/01/2023;1.8;13.5;0;4;1.3
nacimiento;30/01/2023;1;7.9;0;5;1.3
nacimiento;31/01/2023;3.7;14.1;0;6;1.3
nacimiento;01/02/2023;4.7;13.9;0;7;1.3
nacimiento;02/02/2023;4.2;13.8;0;8;0
nacimiento;03/02/2023;6;14.2;0;9;0
nacimiento;04/02/2023;7.3;14.5;0;10;0
nacimiento;05/02/2023;7.9;14.5;0;11;0
nacimiento;06/02/2023;5.1;13.1;0;12;0
nacimiento;07/02/2023;3.7;4.9;2.4;0;0
nacimiento;08/02/2023;4.2;4.1;1;0;2.4
nacimiento;09/02/2023;4.3;8.3;0;1;3.4
nacimiento;10/02/2023;2.4;5.1;0;2;3.4
nacimiento;11/02/2023;3.5;7.8;0.2;0;3.4
nacimiento;12/02/2023;5.2;11.8;0;1;3.6
nacimiento;13/02/2023;4.9;15.4;0;2;3.6
nacimiento;14/02/2023;5.4;7.3;0;3;3.6
nacimiento;15/02/2023;5.8;6.1;0;4;1.2
nacimiento;16/02/2023;6.5;10.5;0;5;0.2
nacimiento;17/02/2023;6;5.1;0.8;0;0.2
nacimiento;18/02/2023;8.5;8.6;0;1;1
nacimiento;19/02/2023;9.7;12.9;0;2;0.8
nacimiento;20/02/2023;11.6;15;0;3;0.8
nacimiento;21/02/2023;11.8;10.2;2.8;0;0.8
nacimiento;22/02/2023;10.4;15.1;0;1;3.6
nacimiento;23/02/2023;8.6;14.8;0;2;3.6
nacimiento;24/02/2023;4.6;10.3;0;3;3.6
nacimiento;25/02/2023;3.7;15;0.2;0;2.8
nacimiento;26/02/2023;4.7;11.8;2.4;0;3
nacimiento;27/02/2023;3.6;17.4;0;1;5.4
nacimiento;28/02/2023;3.5;18.5;0;2;5.4
nacimiento;01/03/2023;4.1;18.4;0;3;2.6
nacimiento;02/03/2023;3.6;18.7;0;4;2.6
nacimiento;03/03/2023;6.2;18.6;0;5;2.6
nacimiento;04/03/2023;5.2;18.7;0;6;2.6
nacimiento;05/03/2023;7.9;13.9;0.4;0;2.4
nacimiento;06/03/2023;9.6;14.1;0.6;0;0.4
nacimiento;07/03/2023;11.3;18.5;0;1;1
nacimiento;08/03/2023;14.1;18.9;0;2;1
nacimiento;09/03/2023;13.1;13.2;0;3;1
nacimiento;10/03/2023;14.2;17.4;0;4;1
nacimiento;11/03/2023;15.7;20.4;0;5;1
nacimiento;12/03/2023;15.5;20;0;6;1
nacimiento;13/03/2023;17;19.5;0;7;0.6
nacimiento;14/03/2023;14;21.1;0;8;0
nacimiento;15/03/2023;12.9;20.9;0;9;0
nacimiento;16/03/2023;14;21;0;10;0
nacimiento;17/03/2023;12.8;17.8;0;11;0
nacimiento;18/03/2023;10.8;13.3;0;12;0
nacimiento;19/03/2023;9.7;15.1;0;13;0
nacimiento;20/03/2023;10.4;22;0;14;0
nacimiento;21/03/2023;12.3;21.4;0;15;0
nacimiento;22/03/2023;13.8;22.2;0;16;0
nacimiento;23/03/2023;15.2;22.4;0;17;0
nacimiento;24/03/2023;16.6;21.1;0;18;0
nacimiento;25/03/2023;16;22.4;0;19;0
nacimiento;26/03/2023;17.2;15.5;0;20;0
nacimiento;27/03/2023;13.8;19.2;0;21;0
nacimiento;28/03/2023;12.6;22.8;0;22;0
nacimiento;29/03/2023;14.8;23.3;0;23;0
nacimiento;30/03/2023;18.8;22.6;0;24;0
nacimiento;31/03/2023;18.6;21.4;0;25;0
nacimiento;01/04/2023;16.3;20.6;0;26;0
nacimiento;02/04/2023;13.7;23.5;0;27;0
nacimiento;03/04/2023;11.6;24.6;0;28;0
nacimiento;04/04/2023;10.4;20.1;0;29;0
nacimiento;05/04/2023;10.3;24.8;0;30;0
nacimiento;06/04/2023;10.9;22.7;0;31;0
nacimiento;07/04/2023;11.2;25.2;0;32;0
nacimiento;08/04/2023;15.3;25.4;0;33;0
nacimiento;09/04/2023;17.1;24.7;0;34;0
nacimiento;10/04/2023;19.9;23.5;0;35;0
nacimiento;11/04/2023;19.1;24.8;0;36;0
nacimiento;12/04/2023;18.4;25.2;0;37;0
nacimiento;13/04/2023;14.3;24.7;0;38;0
nacimiento;14/04/2023;15.2;23.9;0;39;0
nacimiento;15/04/2023;17.2;26.2;0;40;0
nacimiento;16/04/2023;14.3;26;0;41;0
nacimiento;17/04/2023;12.4;26.4;0;42;0
nacimiento;18/04/2023;12.3;26.3;0;43;0
nacimiento;19/04/2023;13.1;19.8;0;44;0
nacimiento;20/04/2023;15.6;25.9;0;45;0
nacimiento;21/04/2023;16.7;24.7;0;46;0
nacimiento;22/04/2023;15.3;17.1;0;47;0
nacimiento;23/04/2023;16.4;26.1;0;48;0
nacimiento;24/04/2023;18.2;26.6;0;49;0
nacimiento;25/04/2023;21.4;26.8;0;50;0
nacimiento;26/04/2023;21.7;27.1;0;51;0
nacimiento;27/04/2023;22.7;24.3;0;52;0
nacimiento;28/04/2023;23.5;15.7;0;53;0
nacimiento;29/04/2023;22.1;16.3;0.2;0;0
nacimiento;30/04/2023;18.3;16.4;1.6;0;0.2
nacimiento;01/05/2023;18.5;27;0;1;1.8
nacimiento;02/05/2023;18.4;23;0;2;1.8
nacimiento;03/05/2023;17.8;24;0;3;1.8
nacimiento;04/05/2023;18.8;21.7;0;4;1.8
nacimiento;05/05/2023;19.4;26.7;0;5;1.8
nacimiento;06/05/2023;19.1;22.3;0;6;1.8
nacimiento;07/05/2023;18.9;25;0;7;1.6
nacimiento;08/05/2023;21.4;26.2;0;8;0
nacimiento;09/05/2023;24.1;27.2;0;9;0
nacimiento;10/05/2023;18.7;24.5;0;10;0
nacimiento;11/05/2023;15.6;24.2;0;11;0
nacimiento;12/05/2023;14.6;25.8;0;12;0
nacimiento;13/05/2023;10.8;21.5;3.2;0;0
